Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Canada,CAN,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,216637,220664,223649,223272,222591,219996,216190,211139,200172,192464,185606,173597,162922,172385,169926,168437,172778,177605,170592,172268,173680,174588,175522,176689,177732,179203,181094,183101,184387,186265,187952,188303,188438,193011,193344,192519,193195,192771,183934,180016,176210,168902,162228,166207,164626,164691,167055,170558,174305,178770,182601,188958,194864,190209,191575,192506,188410,184686,194239,194249,194295,
Canada,CAN,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,226659,231106,234339,234438,233889,231319,227786,222872,209827,201620,194415,181919,170854,181199,178836,177365,182350,187703,179713,181421,182912,183729,184703,186237,187403,188969,190695,192556,193882,195672,197312,197344,197200,202707,203131,202340,203104,202736,192816,188658,184745,177052,170153,175184,173869,174187,176928,180774,184308,188810,192572,198142,203326,199572,200735,201603,197640,194090,203531,203748,204003,
Canada,CAN,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,213411,217712,221336,223819,223595,222877,220564,217142,212353,204062,197417,186473,175449,166691,171363,167701,169769,173151,176301,171523,173341,174128,174984,175952,177100,178577,180531,182670,184840,186718,188480,189264,189646,190002,192932,192665,193698,194052,193061,186655,183536,177200,170634,165286,167282,165687,166616,168813,171940,174966,178850,184480,190441,195447,193847,195665,192902,189728,187590,194400,193829,
Canada,CAN,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,223084,227769,231608,234204,234233,233613,231582,228403,223606,213715,206842,195445,183978,174905,180110,176321,178892,182748,186209,180706,182698,183348,184206,185305,186879,188459,190335,192398,194513,196478,198182,198702,198797,198979,202587,202329,203439,203893,202918,195734,192572,185865,179026,173621,176478,175080,176391,178983,182437,185476,189359,194322,199580,204045,203017,204644,201955,198917,196934,203710,203363,
Canada,CAN,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,210073,214526,218594,221920,224034,224300,223351,221420,218261,213549,207037,197644,187016,177121,170428,169772,169507,171155,173515,174892,173204,173796,174508,175372,176473,177861,179809,182001,184299,186512,188477,189713,190406,190863,191509,192829,194050,194939,194944,193334,189266,184153,178120,172358,168401,168068,167659,168572,170580,173302,176208,180839,186402,191884,195899,196763,195441,193091,190911,190444,193495,
Canada,CAN,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,219471,224280,228540,231956,234161,234602,233914,232292,229297,224355,216974,207194,196121,185814,178877,178305,178390,180428,183112,184609,182664,183072,183739,184699,186026,187742,189692,191876,194168,196389,198403,199447,199872,200108,200738,202406,203676,204679,204774,203100,198672,193219,186888,180980,177157,177359,177312,178639,181046,184056,187044,191154,196075,200968,204661,205704,204390,202130,200084,199747,202886,
Canada,CAN,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,206577,211098,215451,219388,222548,224405,224695,224118,222445,219360,214624,207140,197526,187368,178763,174170,171626,171366,172532,173777,173365,173685,174183,174880,175850,177131,179010,181183,183524,185861,188044,189729,190774,191420,192023,193000,194281,195498,196215,195819,193582,189860,184697,179032,174143,171588,169976,169663,170535,172326,174620,178070,182871,188285,193199,196195,196340,195006,193142,192046,193278,
Canada,CAN,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,215760,220612,225144,229160,232394,234397,234903,234668,233285,230207,224966,217186,207167,196558,187569,182798,180447,180469,181931,183371,182909,183000,183400,184145,185310,186918,188873,191099,193484,195857,198095,199671,200491,200901,201400,202552,203841,205163,206010,205655,203247,199231,193765,187890,183006,180788,179499,179590,180894,183065,185603,188697,192952,197779,202254,205172,205254,203958,202195,201219,202555,
Canada,CAN,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,202878,207385,211936,216290,220226,223332,224732,225383,225056,223450,220335,215124,206881,197206,187690,180413,175638,173534,173217,173808,173920,173893,174098,174562,175343,176466,178206,180301,182608,184980,187283,189407,190809,191708,192378,193167,194372,195796,196980,197475,196668,194503,190378,185234,180008,176000,173322,171916,171675,172479,174029,176089,179974,184866,190043,194359,195975,195705,194433,193146,193163,
Canada,CAN,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,211886,216706,221424,225857,229868,233109,234668,235659,235706,234294,230975,225584,217001,206888,196914,189277,184532,182599,182516,183330,183530,183225,183291,183744,184669,186091,187960,190178,192573,195011,197377,199476,200718,201394,201910,202747,203902,205417,206743,207343,206502,204086,199686,194291,188967,185128,182710,181683,181874,183106,185011,186886,190354,194703,199383,203435,204918,204625,203413,202228,202352,
Canada,CAN,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,198930,203344,208010,212690,217172,221219,223604,225354,226244,225973,224329,221758,215249,206411,196856,188023,181054,177162,175435,174966,174964,174519,174353,174503,175032,175942,177466,179421,181644,183968,186298,188844,190600,191763,192586,193320,194305,195806,197345,198446,198709,198267,195347,190890,185837,181058,177451,175088,173865,173666,174379,174810,177598,181841,186737,191648,194721,195544,194932,193812,193133,
Canada,CAN,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,207788,212507,217331,222089,226658,230850,233330,235394,236700,236761,235158,232551,225792,216553,206525,197223,190113,186276,184718,184458,184626,183838,183496,183597,184206,185363,187037,189175,191549,193966,196369,198964,200637,201623,202277,202975,203826,205394,207085,208324,208641,207972,204820,200121,194893,190144,186709,184679,183875,184114,185246,185655,188173,191964,196355,200883,203753,204486,203883,202838,202260,
Canada,CAN,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,194690,199139,203630,208551,213485,218206,221471,224168,226147,227083,226763,226411,222798,215154,205909,196519,188129,181751,178678,177232,176594,175624,175050,174805,174998,175637,176931,178606,180687,182920,185189,188039,190234,191665,192659,193448,194340,195505,197276,198878,199886,200818,199788,196184,191469,186516,182339,178935,176863,175793,175614,174860,175631,179071,183587,188458,192585,194875,194973,194111,193176,
Canada,CAN,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,203402,208131,212812,217811,222840,227729,231007,234002,236404,237758,237670,237401,233706,225725,216016,206114,197463,190958,187986,186731,186297,184976,184100,183783,184022,184837,186323,188155,190456,192840,195191,198179,200332,201656,202509,203215,203933,205047,206978,208755,209869,210652,209334,205531,200634,195598,191522,188336,186654,186022,186282,185682,186301,189412,193476,197905,201749,203894,203941,203111,202261,
Canada,CAN,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,190110,194828,199170,203835,209133,214431,218485,222013,224903,226919,227795,228846,228102,223609,215025,205421,196749,188294,182438,180088,178906,177287,176214,175573,175347,175629,176707,178060,179797,181888,184059,187040,189611,191498,192674,193541,194597,195422,196740,198729,200384,202081,202848,201300,197089,192127,187851,183653,180427,178617,177676,176509,175381,176414,180424,185185,189757,193317,194890,194355,193274,
Canada,CAN,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,198666,203610,208166,212976,218375,223857,227818,231611,234958,237432,238670,239875,239217,234577,225565,215430,206453,197712,191767,189588,188640,186754,185280,184378,184188,184615,185969,187455,189339,191657,193963,197193,199770,201557,202655,203450,204365,205032,206359,208564,210390,212101,212552,210672,206324,201254,197044,192948,189970,188585,188096,187276,186121,186899,190556,194888,199086,202439,203922,203365,202337,
Canada,CAN,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,185464,190302,194795,199122,204081,209863,214777,219051,222724,225618,227563,229493,230535,229560,224383,214911,206174,197039,188448,183019,181374,179620,177910,176797,176186,176026,176841,177916,179239,180922,182952,185974,188722,191056,192705,193667,194966,195808,196538,197958,200155,202411,204195,204870,202883,198077,193669,189221,184976,181898,180326,179437,177446,175864,177081,181633,186736,190854,193911,194858,193721,
Canada,CAN,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,193852,198828,203515,208062,213223,219200,223884,228349,232496,235930,238313,240415,241646,240742,235349,225353,216284,206801,197924,192467,191085,189249,187165,185599,184775,184761,186014,187273,188652,190444,192692,196127,198977,201219,202763,203710,204974,205657,206224,207673,210114,212646,214222,214429,212094,207226,202947,198539,194380,191559,190441,190121,188272,186513,187404,191601,196262,200095,203018,203919,202788,
Canada,CAN,"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,181028,185650,190327,194683,199115,204470,210284,215405,219784,223414,226205,229137,230794,231987,230979,225171,215953,206991,197320,188492,183473,182110,180264,178526,177471,176937,177376,178193,179176,180353,181912,184969,187722,190279,192445,193896,195285,196455,197055,197638,199150,202181,204358,206301,206963,204550,199769,195247,190600,186278,183323,182775,181241,178345,176230,177605,183615,188088,191816,194457,194808,
Canada,CAN,"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,189233,193914,198693,203286,208040,213724,219171,224345,229156,233397,236757,239887,241726,243124,242165,236065,226468,217148,207111,198022,193060,191838,189811,187592,186038,185341,186418,187584,188642,189770,191383,195060,198075,200620,202648,204025,205505,206638,207041,207417,208951,212559,214792,216319,216390,213629,209098,204692,200041,195767,193072,193311,192150,189221,186810,187812,193347,197467,200993,203566,203915,
Canada,CAN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,175159,181167,185671,190275,194611,199247,204969,210981,216196,220496,223979,227770,230315,231858,233400,232411,226379,217062,207798,197484,188407,184208,182775,180899,179233,178283,178423,178866,179596,180371,181332,184056,186820,189345,191780,193818,195668,196966,197978,198284,198712,201244,204127,206296,208479,209142,206349,201498,196834,191956,187532,186362,185266,183007,179125,176455,180117,185402,189307,192729,194986,
Canada,CAN,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,183072,189173,193686,198427,203137,208266,213644,219566,225078,229979,234154,238310,241028,242742,244500,243529,237322,227594,217972,207301,198012,193946,192544,190389,188139,186647,187277,188245,189220,189933,190723,194008,197213,199883,202242,204133,206058,207441,208396,208427,208575,211687,214893,216914,218501,218467,215628,211023,206444,201496,197075,196684,196185,194131,190075,187012,190028,194928,198564,201861,204111,
Canada,CAN,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,167174,175326,181146,185619,190261,194676,199877,205736,211838,216968,221084,225621,228942,231256,232884,234826,233795,227657,218161,208482,197513,189216,184869,183431,181628,180080,179916,180049,180407,180933,181430,183557,186037,188547,190912,193264,195709,197504,198682,199485,199488,200918,203257,206064,208306,210744,211170,208187,203238,198398,193264,191198,189446,187721,184651,179762,179505,182440,187057,190478,193625,
Canada,CAN,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,174637,182914,188831,193330,198239,203229,208195,213978,220228,225826,230660,235717,239432,241875,243657,245815,244881,238590,228678,218670,207378,199048,194783,193266,191089,188859,188744,189385,190138,190777,191058,193433,196420,199227,201670,203920,206294,208234,209471,210156,209777,211485,214312,217204,219121,220799,220710,217681,212956,208147,202871,201401,200301,199011,196014,190830,189714,192082,196400,199629,202725,
Canada,CAN,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,157985,167476,175338,181053,185603,190381,195511,200769,206659,212676,217617,222931,226873,229879,232160,233923,236395,235252,228925,219131,209024,198518,189950,185522,184182,182498,181869,181691,181727,181882,182135,183662,185618,187893,190218,192462,195214,197662,199374,200381,200965,201877,203044,205262,208073,210403,213173,213237,210034,204953,199911,197586,194912,192491,190050,186146,183332,182367,184633,188665,191631,
Canada,CAN,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,164870,174414,182483,188364,193051,198288,203255,208528,214571,220904,226434,232276,236853,240262,242621,244513,247187,246245,239814,229631,219249,208589,200035,195636,194111,191964,190920,191014,191560,191953,192168,193584,195931,198693,201220,203512,206032,208596,210503,211502,211880,212676,214285,216912,219599,221444,223453,223009,219742,214838,209768,207839,205733,203869,201737,197794,194016,192254,194030,197842,200691,
Canada,CAN,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,149162,158486,167629,175279,180996,185718,191465,196601,201814,207564,213394,219746,224394,227893,230779,233077,235665,238037,236698,230057,219950,210286,199445,190676,186271,185076,184440,183802,183519,183339,183221,184322,185729,187555,189692,191872,194428,197227,199651,201228,202054,203570,204185,205162,207339,210170,213333,215643,215314,211857,206616,204861,201957,198587,195409,192225,190204,186710,185099,186778,190255,
Canada,CAN,"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,155519,164614,173931,181932,187972,193001,198479,203675,209114,215179,221444,228141,233471,237701,240993,243309,245849,248570,247563,240900,230457,220632,209748,201038,196615,195136,193862,193157,193352,193655,193601,194342,195897,198290,200945,203267,205460,208285,210992,212774,213498,214642,215464,217060,219598,222112,224597,226163,225316,221751,216635,215268,212813,210016,207335,204356,201445,197037,194689,195947,199281,
Canada,CAN,"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,140360,149855,158846,167716,175257,181066,187038,192798,197841,202840,208352,215781,221495,225626,228875,231691,234988,237480,239669,238004,231032,221452,211465,200362,191500,187166,187171,186527,185787,185280,184814,185366,186345,187672,189436,191476,193855,196456,199275,201623,203056,204863,206094,206485,207351,209503,213583,216304,218123,217366,213626,212191,209863,206288,202130,198167,196764,194065,189956,187783,188905,
Canada,CAN,"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,146326,155235,164113,173333,181453,187804,193349,199054,204341,209713,215653,223232,229435,234382,238450,241665,244615,247196,249908,248739,241853,232007,221961,210923,202169,197774,196894,195937,195462,195609,195582,195445,196301,198072,200628,203251,205064,207549,210633,213391,215009,216142,217294,218228,219920,222401,225741,227807,228882,227569,223672,222671,220776,217737,214192,210689,208464,204924,199948,197091,197860,
Canada,CAN,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,133031,141262,150416,159143,167836,175357,182616,188602,194278,199064,203753,210993,217797,223017,226821,229870,233796,236972,239285,241159,239147,232802,222866,212633,201383,192474,189430,189414,188668,187705,186902,186907,187344,188244,189560,191300,193480,195901,198519,201306,203568,206083,207589,208609,208857,209627,213420,217037,219285,220578,219363,219898,217819,214824,210483,205507,203189,201099,197787,193151,190447,
Canada,CAN,"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,138209,146000,154720,163504,172804,181191,188274,194070,199871,205021,210183,217486,224618,230450,235195,239141,242953,245933,248497,251103,249778,243594,233500,223308,212233,203487,199399,198834,198081,197686,197697,197073,197073,198122,200226,203020,204893,207003,209731,212982,215754,217540,218673,219920,221077,222898,226526,229428,231025,231546,229732,230350,228715,226232,222551,218253,215257,212395,208290,202828,199490,
Canada,CAN,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,128049,134065,142039,150917,159471,168074,177108,184402,190311,195742,200175,206583,213272,219588,224502,228029,231993,235974,238945,240948,242483,240996,234480,224269,213912,202561,194809,191844,191712,190740,189483,188942,188832,189198,190086,191430,193277,195547,197981,200565,203311,206689,209029,210307,211197,211317,213890,217377,220502,222240,222976,225856,226226,223406,219642,214504,210843,208000,205291,201457,196326,
Canada,CAN,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,131834,137947,145458,154102,162960,172481,181925,189109,195027,200701,205575,212196,218927,225730,231369,235952,240340,244252,247205,249656,252158,251538,245274,235010,224797,213740,204970,201208,200843,200144,199738,198937,198347,198562,199922,202434,204513,206676,209035,211916,215296,218129,219957,221180,222633,224045,227318,230708,233123,234189,234118,236392,237037,234705,231573,227245,223130,219643,216208,211622,205702,
Canada,CAN,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,124789,129086,134980,142759,151447,159911,169983,179089,186330,192003,197095,203088,209059,215332,221343,225999,229904,234188,238142,240778,242445,244114,242750,236147,225787,215358,204818,197298,194313,193940,192670,191481,190814,190632,190996,191912,193311,195315,197649,200045,202586,206328,209727,211965,213098,213874,215671,218192,221345,223941,225139,228968,232406,232512,228844,224279,219908,215960,212663,209428,205105,
Canada,CAN,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,126883,131788,137479,144819,153546,162610,173685,183010,190173,195997,201408,207973,213827,220101,226747,232232,236963,241550,245506,248335,250677,253677,253235,246973,236672,226494,215085,206642,203087,202769,202032,200906,199956,199480,200031,201777,203804,206147,208552,211069,214064,217469,220390,222350,223774,225464,228448,231796,234898,236764,237259,239772,243061,243667,240576,236789,232206,227818,223907,219986,214948,
Canada,CAN,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,121652,125747,130010,135841,143507,152084,161934,172112,181208,188243,193587,200011,205654,211320,217354,223109,227463,231851,236373,240169,242444,243676,245649,244492,237936,227483,217442,207236,199844,196713,196023,194628,193307,192558,192375,192776,193655,195253,197389,199734,202083,205377,209263,212755,214975,215978,218149,220065,222506,225287,227323,230184,235018,238913,238643,234093,229576,225084,220924,217269,213541,
Canada,CAN,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN,122133,127142,131546,136921,144238,153173,164390,175221,184317,191250,196847,204298,209998,215198,221183,227709,232998,237985,242716,246619,249329,251795,255133,254952,248831,238552,227711,216628,208386,204881,204519,203245,201852,200835,200593,201555,203049,205316,207873,210430,213067,216015,219529,222627,224830,226486,229640,232909,236283,239034,240310,241312,245434,249673,250175,246317,241677,236972,232379,228134,223758,
Canada,CAN,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN,118840,122542,126593,130881,136728,144356,154210,164166,174373,183311,190050,196501,202584,208008,213544,219388,224174,228998,233787,238419,242031,243296,244811,247172,246361,239911,229397,219698,209714,202318,198964,197932,196412,195004,194245,194101,194380,195460,197230,199446,201793,204658,208087,212189,215858,218076,220181,222465,224471,226793,229172,231453,235286,241023,245261,244576,239268,234635,230100,225829,221850,
Canada,CAN,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN,117537,122685,127212,131216,136418,143829,155497,166484,176972,185638,192210,200193,206823,211767,216477,222210,228233,233776,238964,243742,247596,250060,252851,256608,256833,250918,239628,229138,218246,210043,206498,205749,204234,202655,201693,201762,202714,204461,206921,209602,212272,214790,217854,221564,224951,227430,230451,233874,237380,240714,243074,242824,245371,251037,256158,256546,251119,246362,241606,236902,232354,
Canada,CAN,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN,116993,119653,123323,127389,131777,137712,146586,156535,166524,176620,185313,192958,199080,204949,210325,215779,220011,225309,230522,235586,240301,242463,244053,245934,248823,248422,241626,231493,222017,212116,204641,200819,199663,198065,196643,195915,195545,196046,197301,199191,201477,204121,207152,210788,215188,219052,222175,224425,226792,228850,231023,232270,235639,240343,246867,251406,249591,244194,239528,235054,230707,
Canada,CAN,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN,114954,118403,123055,127198,130939,136077,146721,158116,168781,178736,186845,196037,203183,209096,213446,217704,222463,228766,234510,239805,244634,247902,250729,253926,258249,258950,251826,240926,230644,219774,211517,207740,206751,205078,203439,202608,202788,204013,205965,208526,211294,213741,216401,219668,223687,227395,231168,234475,238118,241795,245050,243901,245343,249370,256512,262504,261226,255707,250909,246200,241419,
Canada,CAN,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN,116233,117745,120360,124055,128210,132766,139930,149006,158980,168869,178769,188134,195535,201453,207278,212652,216117,220703,226432,231910,237222,240475,242800,244798,247185,250668,250019,243531,233655,224256,214360,206435,202493,201262,199659,198265,197265,197052,197747,199124,201125,203654,206368,209637,213562,218278,223057,226315,228680,231093,233171,233493,235424,239779,245239,252508,256223,254345,248947,244356,239981,
Canada,CAN,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN,115094,116013,119094,123343,127233,130818,139277,149890,160929,171093,180392,190894,199517,205926,211279,215071,217796,222726,229257,235110,240514,244662,248148,251419,255165,260127,259798,252966,242306,232054,221110,212772,208753,207606,205902,204279,203573,203955,205404,207471,210097,212636,215098,217988,221569,225928,230888,234965,238508,242305,246113,244856,244731,247801,253243,261850,267026,265684,260154,255416,250787,
Canada,CAN,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN,116314,116961,118393,121019,124811,129120,134807,142329,151540,161414,171120,181401,190634,197912,203791,209616,212973,216523,221383,227423,233138,237414,240555,243126,245670,248628,252290,251813,245507,235732,226326,216089,208045,204032,202800,201236,199628,198678,198595,199431,200922,203322,205751,208606,212195,216426,222238,227105,230467,232908,235334,235707,236018,238529,243758,249934,257110,260772,258919,253633,249157,
